-1.454964,5.142118,c
-1.057988,-5.410215,c
4.307847,1.268187,c
3.1095,-2.005986,c
3.993878,0.824427,c
-0.614424,3.765698,c
-3.649076,-2.347055,c
4.224283,-0.59997,c
-4.015337,-0.278058,c
-1.514353,-3.334022,c
-1.807919,2.899983,c
2.144544,-4.322139,c
-3.772723,-1.604135,c
1.670984,-3.482231,c
-2.0577,3.75302,c
-0.157593,-5.023431,c
4.39268,0.511083,c
4.340898,-0.940292,c
-1.945673,-4.473274,c
-0.691393,3.89048,c
2.482026,3.651568,c
1.64516,4.130759,c
3.103933,3.460524,c
4.135757,-3.182908,c
1.359533,-4.749443,c
-2.487134,2.682149,c
-3.482033,3.37677,c
3.515435,2.013046,c
-3.827125,-3.868041,c
-3.156754,-2.668298,c
-0.398425,-4.603268,c
1.124422,4.926524,c
-2.158504,-3.315526,c
-1.493861,4.731661,c
3.3572,1.512401,c
-1.028914,-5.374847,c
2.502521,-2.765907,c
5.2247,0.122577,c
4.208534,-2.992444,c
-4.621843,-0.818729,c
1.032722,-3.927379,c
4.246743,-1.359394,c
0.342731,3.379204,c
4.090943,-3.536839,c
1.761767,-4.811668,c
-3.984736,-0.129234,c
-4.633099,0.510229,c
2.4643,3.08406,c
-0.746093,5.554849,c
2.980517,3.458137,c
5.305989,1.280254,c
2.151635,2.930364,c
3.404736,4.448072,c
-5.525762,0.203072,c
3.045358,-4.411187,c
2.297611,4.518647,c
-1.827659,3.558264,c
0.621217,4.008708,c
2.114488,-5.191535,c
5.129406,-1.12811,c
0.521905,4.607341,c
0.697677,4.996593,c
0.716482,4.892395,c
0.08838,-4.701551,c
5.178028,-0.099189,c
0.608955,-4.789736,c
-3.928413,0.607126,c
0.693944,4.924843,c
1.136491,-3.429504,c
0.399542,-3.734183,c
-5.116546,0.523269,c
-4.395169,-2.406914,c
3.341635,-0.861689,c
4.298648,-0.519804,c
-2.533035,3.574784,c
0.636524,-3.518375,c
-1.522415,-4.995999,c
2.989922,-3.406694,c
-1.048461,-4.540681,c
3.897135,3.313877,c
-0.649525,3.987922,c
4.264501,-3.253347,c
-0.012066,-4.172751,c
3.435851,2.473377,c
-4.178479,2.514811,c
3.814151,2.124075,c
0.157232,-5.246528,c
3.315307,-2.271017,c
3.223892,-1.498989,c
3.788325,2.061579,c
-1.573978,-5.124441,c
-2.748547,-1.97436,c
3.647793,-1.214075,c
-3.342702,-3.932749,c
-3.158986,4.306411,c
3.455762,2.399342,c
1.248025,5.441773,c
-0.230799,4.906768,c
1.568444,3.868798,c
-3.939905,2.88957,c
2.219289,-4.51779,c
4.097978,-3.082607,c
-4.166587,3.197442,c
-3.084609,1.878269,c
2.059718,-4.018763,c
-0.005392,-3.941409,c
-2.099765,3.411461,c
-4.105439,1.721475,c
-2.02514,4.889679,c
2.560278,-3.74619,c
-2.167205,-3.637265,c
-3.127038,-1.840672,c
0.886786,4.378302,c
-1.231906,-3.424565,c
4.626334,2.646779,c
-0.072989,-3.553949,c
-4.766063,-0.734636,c
5.155728,0.337572,c
-4.749668,2.060242,c
3.803113,2.162787,c
-2.352155,-2.857935,c
4.541931,-2.477303,c
5.009096,-0.638909,c
-2.686153,2.236018,c
-2.874024,-2.359627,c
4.47711,-3.340618,c
-3.883234,3.955596,c
1.571626,-4.224458,c
-4.727356,-2.847637,c
-4.694419,0.976321,c
-1.856122,-3.286803,c
2.304122,3.068464,c
4.142364,0.762487,c
0.063617,3.942004,c
-2.551387,-2.985549,c
-2.011636,-3.380676,c
-1.392731,-4.757009,c
0.705523,-3.400412,c
2.55637,-2.376142,c
-3.786416,0.44997,c
-4.396744,1.955324,c
-1.796703,3.343624,c
-1.14588,4.17884,c
1.098441,3.451823,c
-3.37885,-3.943839,c
2.402568,3.117843,c
4.971955,2.388381,c
0.527584,-4.931275,c
4.75753,0.501347,c
-2.935606,1.827261,c
3.540236,1.152304,c
3.779077,3.788709,c
0.025845,-5.120563,c
-3.957688,0.255121,c
-4.1205,1.853676,c
0.369338,-3.885781,c
-4.844107,0.790747,c
-3.99064,-1.906975,c
-1.652557,3.980771,c
1.583603,-4.905391,c
0.56006,-5.333004,c
0.637274,-5.146637,c
-4.238557,-3.098603,c
-4.130225,-0.517695,c
-1.163066,4.192217,c
-5.030886,2.021914,c
-4.469395,1.63732,c
-1.417199,-4.881722,c
-5.011148,-1.801173,c
-3.538414,3.809207,c
4.197677,-1.042659,c
-3.398521,3.561281,c
