88756,178762,97099,80755,71984,71810,63547,133719,58950,199519,96954,110874,77969,75491,53064,113611,69848,216004,129905,93728,74934,55446,45125,101442,b
4,13107,77520,141310,69578,64823,34089,19569,1,22627,65318,122024,121373,39826,21416,27415,8,30465,50484,117955,128649,47667,24234,20538,b
1090,25447,17417,11891,6872,4251,3246,6586,2213,25408,17039,11766,6481,4236,3584,6073,2347,26714,15388,11377,8149,4632,3622,4571,b
54546,55122,42099,38192,47282,32204,21142,16613,50433,51689,38956,33734,49091,34705,27794,20798,93061,49148,40904,52400,31967,14386,11725,13609,b
21571,71563,56550,69024,69894,57850,44891,87857,40073,80154,71407,69068,52441,43287,28763,94007,53820,119574,78539,39440,34808,30606,22595,99818,b
130746,91077,85829,63176,28687,16721,13275,50489,113537,76071,78843,75330,54971,20398,10891,49959,103038,77887,73278,76510,60087,25220,12096,51884,b
33757,37909,40236,20891,19039,16967,9653,18156,13074,38436,37204,40179,21850,18658,11960,15247,14442,34458,39218,40307,21650,19190,11652,15691,b
15692,15155,14753,15775,16531,12084,16210,13800,24285,19526,16942,11871,17489,8381,10984,10522,33811,28093,12152,5824,10547,7523,12168,9882,b
60298,90440,75786,70187,53468,42308,29139,56774,80380,130753,58443,33156,45801,41965,28887,59015,130138,88240,50527,43438,50160,39204,27012,49681,b
470610,256130,275366,284070,190133,121186,84262,238243,468637,292146,261402,276934,204846,112109,72196,231730,493543,301277,232670,251682,216310,104319,98068,222131,b
60006,83743,64804,41382,20223,20321,4980,11741,62921,92844,56638,37774,17895,21616,5000,12512,88806,86182,48775,30621,20272,17005,3744,11795,b
40600,29572,31045,29918,20517,13929,7585,14334,27913,35355,30517,28519,23868,18131,8278,14919,4126,22439,51288,45100,26886,17411,7134,13116,b
6446,11555,17363,9225,11634,13220,5219,2138,8153,11861,16346,9725,11588,10905,5984,2238,4845,8887,16841,10928,13772,12985,5217,3325,b
66,10573,8031,6799,9448,6061,8282,13364,2601,12813,6004,3208,5370,8529,8176,15923,4612,13145,3890,2752,3750,6124,11230,17121,b
20841,25584,20937,18211,11742,6198,4113,12374,23851,24511,22811,18211,10848,4230,2708,12830,25971,28620,21134,17673,8606,3624,2661,11711,b
69485,86154,60428,43858,12614,6163,8521,32747,56152,73511,63754,53227,22567,6412,7055,37292,31654,85286,71699,51543,26531,8491,6938,37828,b
27355,38777,16632,8874,4960,4091,3023,2688,16650,21664,26514,18207,7962,4370,4156,6877,19013,25762,23041,17291,7924,5369,2616,5384,b
9855,70453,73113,57590,29851,22915,21723,21700,4290,69714,64986,67369,30839,20586,25831,23585,14457,89192,61757,44452,32760,29735,16296,18551,b
12932,31787,19079,11368,8933,6375,4145,5391,7967,20456,20957,10417,14863,11677,6510,7163,6826,23891,19235,14093,15052,9413,5368,6132,b
7628,49845,88721,65630,20645,5560,1778,12493,21263,42532,88477,67361,13016,5111,2407,12133,3386,33137,81452,83169,26548,9994,2652,11962,b
72411,93454,63513,92508,35405,35820,52974,33115,74527,97125,69236,88236,37041,46384,35602,31049,73494,94625,69052,80997,51641,39617,25437,44337,b
39222,104318,68691,39345,52431,26950,16569,29130,47848,110460,56028,25817,34216,46317,24488,31482,35929,83379,83297,33516,34098,43112,29984,33341,b
39166,18133,13742,14174,7468,9519,4812,12986,40601,17635,12575,16002,8583,8501,3438,12665,43465,16893,13613,14892,8318,7213,3355,12251,b
159606,69075,27154,15864,19537,16144,16034,33316,112150,45374,59297,34898,17091,22317,20114,45489,87547,58378,63931,38529,20270,20691,18361,49023,b
16841,14607,7956,4879,547,116,483,1226,11755,17019,6143,3016,3359,3389,588,1386,7198,18143,5898,1970,1846,1885,2467,7248,b
