7.4914,-12.555,b
4.0181,-7.3413,b
2.9821,-12.015,b
5.3682,-10.797,b
3.5423,-12.007,b
3.2406,-11.884,b
3.163,-14.27,b
6.4358,-13.428,b
7.3226,-9.7038,b
5.0771,-10.025,b
6.5165,-14.768,b
4.7604,-13.224,b
7.2804,-13.901,b
5.8773,-11.781,b
7.6806,-11.651,b
5.5283,-11.067,b
8.7802,-11.823,b
3.2819,-12.202,b
6.0412,-12.549,b
7.6031,-12.087,b
5.0749,-13.182,b
5.5251,-14.344,b
1.0558,-8.518,b
8.6771,-11.313,b
9.9926,-12.065,b
8.3664,-12.428,b
6.3785,-10.869,b
6.2125,-10.614,b
4.5398,-11.28,b
5.019,-12.188,b
4.0978,-11.521,b
6.321,-10.884,b
3.8244,-9.9302,b
7.6082,-14.485,b
8.6833,-17.049,b
11.576,-17.115,b
4.7635,-11.878,b
7.44,-11.287,b
6.4325,-14.483,b
9.0665,-13.578,b
2.9338,-12.105,b
1.98,-8.9271,b
7.7921,-11.954,b
9.0489,-14.237,b
4.9995,-7.4703,b
5.6674,-12.4,b
4.8756,-8.6017,b
4.8195,-11.056,b
9.7509,-12.452,b
6.7565,-13.14,b
4.4056,-11.537,b
7.0228,-14.887,b
9.4362,-13.952,b
8.9374,-16.642,b
5.0595,-14.792,b
5.1158,-11.273,b
4.6046,-13.656,b
3.8204,-14.423,b
8.5403,-14.968,b
6.8939,-10.636,b
8.1149,-12.674,b
6.4972,-14.041,b
5.8157,-12.359,b
3.8638,-11.627,b
4.4606,-8.8505,b
4.2469,-10.012,b
4.3614,-9.4848,b
5.6568,-14.237,b
5.7056,-10.034,b
4.528,-11.409,b
8.5873,-13.971,b
9.6109,-13.817,b
6.1878,-13.779,b
3.8523,-13.203,b
3.548,-12.098,b
7.7527,-11.385,b
6.4269,-9.3785,b
7.3199,-12.702,b
4.6026,-13.604,b
5.2025,-11.72,b
3.7863,-6.9056,b
5.8141,-10.456,b
8.9935,-13.601,b
3.4808,-12.675,b
9.2669,-12.908,b
9.5757,-14.932,b
3.9911,-12.939,b
9.3493,-13.789,b
6.5499,-12.129,b
6.2176,-11.394,b
9.4536,-12.211,b
5.1917,-8.8374,b
5.0449,-9.9851,b
6.4043,-10.671,b
6.9902,-16.318,b
5.402,-11.791,b
5.5417,-14.483,b
8.0828,-15.312,b
4.6037,-12.774,b
5.2049,-13.549,b
8.3525,-14.08,b
5.7358,-12.102,b
3.755,-13.432,b
3.1329,-7.5181,b
7.4478,-12.346,b
4.3783,-9.0109,b
5.4505,-12.83,b
6.2507,-12.074,b
6.522,-14.969,b
4.5514,-13.249,b
2.7597,-7.0165,b
6.6414,-13.522,b
6.0304,-12.341,b
5.807,-9.8945,b
6.6158,-9.759,b
5.3832,-12.135,b
3.1795,-11.614,b
6.2186,-13.581,b
5.6734,-11.71,b
5.6208,-11.027,b
6.0201,-10.953,b
7.0264,-6.7935,b
7.6342,-11.917,b
