15.258,0.11508,0
16.671,-1.0723,0
16.733,1.5774,0
14.472,-0.28159,0
15.268,0.65322,0
19.092,1.5443,0
12.556,-0.91554,0
14.236,-0.42192,0
18.948,0.50803,0
15.517,-0.4523,0
14.977,-2.6211,0
8.5621,-1.5438,0
12.143,-0.5106,0
12.885,-1.1093,0
13.156,-0.55674,0
17.658,0.71319,0
16.515,0.81528,0
13.189,1.9653,0
17.5,0.92827,0
17.662,0.96854,0
10.202,-1.8755,0
7.9073,-0.2059,0
12.45,-0.38301,0
14.475,0.52836,0
17.557,-1.1967,0
21.91,1.6541,0
14.861,2.2131,0
15.395,-0.83722,0
17.578,-0.26964,0
19.731,1.946,0
17.643,1.7488,0
12.283,-0.92529,0
19.957,1.1677,0
18.981,0.19405,0
18.518,2.7469,0
14.267,-3.2461,0
18.137,-0.81504,0
12.633,1.1371,0
14.105,0.5318,0
13.754,-1.3071,0
11.698,-0.44331,0
13.725,1.146,0
12.004,-2.5632,0
13.89,-1.9802,0
21.81,2.1639,0
14.921,0.67022,0
12.932,-1.1076,0
18.296,0.78319,0
15.18,0.47226,0
12.042,-2.5121,0
14.781,-0.9857,0
17.693,-1.2093,0
14.551,-2.3693,0
18.929,0.9565,0
20.154,0.41421,0
12.228,-2.3315,0
12.884,-3.5678,0
11.156,-2.9469,0
14.573,-1.9836,0
13.681,-0.78601,0
20.449,2.4467,0
15.145,-0.75591,0
20.712,2.7975,0
19.632,1.9267,0
20.654,1.0071,0
14.117,0.046896,0
15.652,1.7813,0
14.975,1.2842,0
18.493,1.3996,0
15.482,-2.2499,0
14.777,-1.5625,0
15.72,-0.2291,0
13.274,-2.8395,0
17.939,0.63618,0
17.361,-0.70013,0
19.094,1.5685,0
15.405,0.2339,0
13.402,-1.1964,0
23.34,2.3307,0
19.918,1.8763,0
17.242,-0.44833,0
20.867,2.2477,0
20.95,0.5661,0
18.054,0.061518,0
16.604,-0.082546,0
16.623,0.018329,0
17.471,-1.1537,0
16.586,-2.2349,0
21.493,1.3222,0
21.135,3.8158,0
21.017,2.7146,0
18.771,0.83516,0
13.95,-0.40951,0
16.723,-1.076,0
14.81,-1.4828,0
16.438,-0.37923,0
13.345,-0.11601,0
19.224,1.2681,0
17.552,3.8041,0
16.69,1.6614,0
11.322,-1.2783,0
11.908,-1.3325,0
15.572,-1.7099,0
15.26,-3.2214,0
21.153,-0.98796,0
17.034,1.5736,0
22.558,1.3401,0
17.636,-1.5719,0
14.111,-1.8865,0
19.767,0.8893,0
16.432,1.1063,0
16.414,1.842,0
19.361,1.9282,0
14.953,0.51987,0
18.801,0.4638,0
13.958,-0.5008,0
17.001,1.5101,0
16.854,1.3006,0
12.254,-1.1265,0
19.065,0.71565,0
16.063,-1.4354,0
13.575,0.80478,0
15.692,-0.75984,0
17.581,-0.35864,0
23.217,3.0191,0
12.747,-2.2353,0
18.972,0.48658,0
14.722,-1.2017,0
10.932,-2.2212,0
15.806,-0.12715,0
20.743,2.822,0
17.619,1.5622,0
17.52,0.567,0
14.901,1.3971,0
20.281,2.18,0
12.436,-1.2427,0
16.674,0.13442,0
17.244,0.78931,0
21.644,2.2686,0
14.256,0.7446,0
15.339,1.2008,0
15.734,-0.79586,0
12.609,-0.66157,0
14.775,-0.36572,0
13.989,0.6443,0
9.2758,-2.6246,0
15.374,2.1071,0
16.428,0.491,0
19.698,1.2224,0
16.102,1.0213,0
13.087,-1.642,0
14.938,-2.2648,0
15.831,0.32189,0
14.409,0.39645,0
15.664,0.64006,0
13.03,-1.4147,0
21.555,1.8707,0
12.999,-2.1482,0
11.775,-0.60059,0
14.77,1.6634,0
16.549,0.13299,0
14.882,-1.1972,0
15.843,1.3572,0
16.367,-1.2031,0
7.325,-3.3425,0
12.995,-0.82473,0
12.491,-2.5096,0
18.527,2.2817,0
20.035,1.8024,0
18.694,-0.57715,0
14.201,-1.1049,0
12.987,-1.8205,0
19.446,1.113,0
14.759,-1.153,0
17.731,-0.4422,0
14.087,-2.332,0
13.929,-0.90751,0
10.867,-1.4784,0
15.765,-1.5332,0
14.914,-0.5911,0
14.138,-1.2446,0
17.787,2.5966,0
11.887,-1.0265,0
16.023,2.2305,0
17.639,0.067232,0
15.063,1.2701,0
12.605,-0.0077433,0
14.2,-0.22954,0
14.202,-2.5572,0
13.444,-2.2293,0
14.054,-0.4613,0
20.454,3.1587,0
16.127,1.0837,0
13.898,0.048309,0
17.344,1.1726,0
20.024,1.342,0
15.678,-1.5155,0
18.585,1.5113,0
16.982,-1.0997,0
11.097,-2.6011,0
17.963,0.46458,0
16.572,-2.0322,0
14.096,-1.4359,0
17.897,0.53825,0
14.201,-1.7634,0
19.524,-0.091463,0
21.151,2.3114,0
16.393,1.5723,0
18.332,1.2605,0
18.647,1.3525,0
15.046,-1.6613,0
17.978,-0.10905,0
16.471,0.27202,0
13.45,-1.9445,0
16.387,1.0546,0
15.009,-1.5368,0
16.382,-0.12439,0
14.549,0.30185,0
19.002,0.67655,0
11.883,-2.3646,0
